Date,Close,High,Low,Open,Volume
2016-01-01,31.67398413775589,42.959559634235326,27.911780001382258,41.58354766996178,808959169
2016-01-04,43.69633424404642,42.741429407697794,34.19395752557844,34.53199032648553,584506441
2016-01-05,42.41254454521397,45.43036485128766,42.6732392335073,44.62864781356162,512643766
2016-01-06,45.34013256917691,47.8140043025141,43.7819303228739,47.19698586436456,355287494
2016-01-07,42.55576511987706,48.318061284720315,40.59523667511533,44.76577918174657,343533101
2016-01-08,42.2095401021958,43.19429468184018,41.27266589077001,39.858549022465915,207266038
2016-01-11,38.72154057288112,41.59566865802787,37.35172116748611,40.37796594590289,339478520
2016-01-12,38.86280084694469,39.63486767447118,37.32619978799011,38.60831238402334,223727101
2016-01-13,40.45475138932077,41.0511995689736,37.83397343065786,40.52501197567243,193601940
2016-01-14,40.331830171057305,44.85782663703118,39.09454166348203,38.948452916380205,188799876
2016-01-15,46.292592211896384,46.6790721620551,41.207576996200956,41.715653190754985,422749767
2016-01-18,51.15816440052429,53.44503345352649,44.16502852077668,46.51037736390682,441645534
2016-01-19,54.13386130582709,54.01708992230593,52.472658869101515,53.81885283416682,407437580
2016-01-20,50.03833635016933,52.3351477467879,48.0751862296587,51.44100687324689,296722600
2016-01-21,49.0989000433341,51.54791129953807,46.30042205933139,51.935034776196865,230787323
2016-01-22,53.49880719221119,54.05377217288088,44.922284428228046,48.20333632606416,346577924
2016-01-25,56.394787904881895,53.28367439219698,51.92357387369155,56.17170789884784,74989099
2016-01-26,57.15017900814691,55.388498225736264,51.708704203053045,53.08841591313446,368611147
2016-01-27,50.73572706507207,60.31252671499771,56.34455292906631,61.65828913197955,256297926
2016-01-28,69.74233477233945,76.87072203260038,54.150404962701515,55.89554257444394,836967454
2016-01-29,67.38466835845071,73.69021932027037,61.97918479722841,70.45299796227394,431574597
2016-02-01,64.01545429736224,72.70859202257908,54.379500135282164,59.83908408348399,420997681
2016-02-02,70.77699020558875,73.70453912000222,66.09746122268756,72.3435079242618,294896159
2016-02-03,66.49065396289119,72.4614665996344,64.8488856702947,70.15644376580747,226082900
2016-02-04,68.53774717354287,69.36447293860435,67.36216656330932,68.35251403451241,189859140
2016-02-05,66.1799828180113,73.184889440468,62.65445446497919,67.36346141570748,413106980
2016-02-08,76.49146741077871,74.14829381285715,71.90512670305752,69.77261682151767,263947818
2016-02-09,68.44761293715622,77.26567247074956,66.95783071298985,73.99125804154905,317911123
2016-02-10,68.83297209100667,71.68441482806476,66.46088196012485,69.12850971409681,195114955
2016-02-11,70.76317196280812,69.25732116407578,69.55507716072236,70.988386421127,129526064
2016-02-12,66.92376098406523,68.54147454754357,63.905296391273644,69.44329964417547,178150594
